date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-14,05:06:54,4.99,3.7,33.96,64.75,0,0,0
2025-01-14,05:07:04,4.99,3.7,34,64.71,0.06,0.16,7.26
2025-01-14,05:07:14,4.99,3.7,34.02,64.57,0.04,0.01,0.02
2025-01-14,05:07:24,4.99,3.7,34.05,64.5,0,1.5,5.16
2025-01-14,05:07:34,4.99,3.7,34.05,64.55,0,0.4,1.81
2025-01-14,05:07:44,4.99,3.7,34.06,64.55,0.02,0.74,3.63
2025-01-14,05:07:54,4.99,3.7,34.06,64.54,0,3.2,17.39
2025-01-14,05:08:04,4.99,3.7,34.06,64.46,0.07,2.81,21.6
2025-01-14,05:08:14,4.99,3.7,34.09,64.38,0.04,5.15,22.29
2025-01-14,05:08:24,4.99,3.7,34.09,64.3,0,1.11,5.42
2025-01-14,05:08:34,4.99,3.7,34.1,64.22,0,2.96,31.66
2025-01-14,05:08:44,4.99,3.7,34.09,64.19,0.02,2.45,13.67
2025-01-14,05:08:54,4.99,3.7,34.1,64.1,0.04,5.95,120.68
2025-01-14,05:09:04,4.99,3.7,34.12,64.09,0.04,4.73,31.62
2025-01-14,05:09:14,4.99,3.7,34.13,64.12,0,0.8,67.11
2025-01-14,05:09:24,4.99,3.7,34.15,64.11,0.04,3.44,273.36
2025-01-14,05:09:34,4.99,3.7,34.17,64.05,0.01,2.46,196.32
2025-01-14,05:09:44,4.99,3.7,34.16,64.12,0.02,5.63,84.08
2025-01-14,05:09:54,4.99,3.7,34.19,64.18,0,3.93,60.89
2025-01-14,05:10:04,4.99,3.7,34.17,64.29,0.01,8.75,123.77
2025-01-14,05:10:14,4.99,3.7,34.19,64.27,0.03,6.58,63.87
2025-01-14,05:10:25,4.99,3.7,34.2,64.25,0.05,9.76,150.97
2025-01-14,05:10:35,4.99,3.7,34.2,64.26,0,3.01,22.49
2025-01-14,05:10:45,4.99,3.7,34.24,64.27,0,2.9,55.87
2025-01-14,05:10:55,4.99,3.7,34.23,64.15,0,3.2,106.02
2025-01-14,05:11:05,4.99,3.7,34.26,64.16,0.03,3.89,272.59
2025-01-14,05:11:15,4.99,3.7,34.24,64.16,0,1.19,188.22
2025-01-14,05:11:25,4.99,3.7,34.26,64.13,0.05,3.18,96.3
2025-01-14,05:11:35,4.99,3.7,34.26,64.05,0,7.99,252
2025-01-14,05:11:45,4.99,3.7,34.26,63.96,0.01,5.9,100.85
2025-01-14,05:11:55,4.99,3.7,34.3,63.97,0,4.09,101.45
2025-01-14,05:12:05,4.99,3.7,34.27,64.07,0.03,2.22,183.85
2025-01-14,05:12:15,4.99,3.7,34.3,64.03,0,5.4,137.64
2025-01-14,05:12:25,4.99,3.7,34.3,63.91,0.01,6.5,116.69
2025-01-14,05:12:35,4.99,3.7,34.32,63.98,0.04,1.14,14.74
2025-01-14,05:12:45,4.99,3.7,34.35,64.15,0.01,0.74,2.61
2025-01-14,05:12:55,4.99,3.7,34.35,63.99,0.03,3.25,46.12
2025-01-14,05:13:05,4.99,3.7,34.35,64,0,2.04,58.06
2025-01-14,05:13:15,4.99,3.7,34.36,63.9,0,2.99,21.54
2025-01-14,05:13:25,4.99,3.7,34.36,63.91,0,6.06,53.62
2025-01-14,05:13:35,4.99,3.7,34.38,63.92,0.03,4.35,68.76
2025-01-14,05:13:45,4.99,3.7,34.38,63.94,0.03,2.77,79.93
2025-01-14,05:13:55,4.99,3.7,34.39,64.04,0,5.46,335.25
2025-01-14,05:14:05,4.99,3.7,34.39,63.9,0.05,1.24,79.56
2025-01-14,05:14:15,4.99,3.7,34.42,63.83,0,2.41,16.81
2025-01-14,05:14:25,4.99,3.7,34.42,63.74,0,5.08,75.31
2025-01-14,05:14:35,4.99,3.7,34.43,63.81,0,2.78,14.5
2025-01-14,05:14:45,4.99,3.7,34.44,63.89,0.02,6.19,117.05
2025-01-14,05:14:55,4.99,3.7,34.44,63.88,0.01,4.03,214.96
2025-01-14,05:15:05,4.99,3.7,34.46,63.88,0,2.32,318.07
2025-01-14,05:15:15,4.99,3.7,34.44,63.63,0.02,0.83,50.83
2025-01-14,05:15:25,4.99,3.7,34.49,63.92,0,0.98,16.09
2025-01-14,05:15:35,4.99,3.7,34.5,63.99,0,8.4,67.2
2025-01-14,05:15:45,4.99,3.7,34.51,64.1,0,0.35,1.89
2025-01-14,05:15:55,4.99,3.7,34.51,64.02,0.02,4.76,79.98
2025-01-14,05:16:05,4.99,3.7,34.49,63.83,0,8.57,297.29
2025-01-14,05:16:15,4.99,3.7,34.53,63.9,0.01,9.89,221.09
2025-01-14,05:16:25,4.99,3.7,34.53,63.85,0.02,9.55,105.28
2025-01-14,05:16:35,4.99,3.7,34.56,63.77,0.08,6.2,23.69
2025-01-14,05:16:45,4.99,3.7,34.54,63.86,0.05,10.53,46.51
2025-01-14,05:16:55,4.99,3.7,34.56,63.67,0.06,3.23,24.4
2025-01-14,05:17:05,4.99,3.7,34.59,63.77,0.05,4.77,116.06
2025-01-14,05:17:15,4.99,3.7,34.59,63.68,0.03,4.51,82.45
2025-01-14,05:17:25,4.99,3.7,34.6,63.66,0.04,3.79,18
2025-01-14,05:17:35,4.99,3.7,34.6,63.87,0.01,13.41,89.21
2025-01-14,05:17:45,4.99,3.7,34.63,64.09,0,1.12,4.44
2025-01-14,05:17:55,4.99,3.7,34.63,64.02,0,6.32,120.85
2025-01-14,05:18:05,4.99,3.7,34.64,63.91,0,5.05,224.12
2025-01-14,05:18:15,4.99,3.7,34.64,63.78,0,3.46,322.87
2025-01-14,05:18:25,4.99,3.7,34.66,63.49,0,2.56,51.25
2025-01-14,05:18:35,4.99,3.7,34.66,63.3,0,3.44,42.92
2025-01-14,05:18:45,4.99,3.7,34.69,63.22,0,3.84,22.02
2025-01-14,05:18:55,4.99,3.7,34.67,63.28,0.01,1.45,4.18
2025-01-14,05:19:05,4.99,3.7,34.69,63.47,0.01,0.3,3.9
2025-01-14,05:19:15,4.99,3.7,34.71,63.34,0.05,0.78,22.47
2025-01-14,05:19:25,4.99,3.7,34.71,63.01,0.05,3.13,13.33
2025-01-14,05:19:35,4.99,3.7,34.73,63.06,0.03,2.85,107.74
2025-01-14,05:19:45,4.99,3.7,34.75,63.03,0.06,2.28,118.59
2025-01-14,05:19:56,4.99,3.7,34.73,63.01,0.07,5.57,90.73
2025-01-14,05:20:06,4.99,3.7,34.75,62.98,0.02,1.48,5.23
2025-01-14,05:20:16,4.99,3.7,34.75,62.91,0.02,8.34,58.11
2025-01-14,05:20:26,4.99,3.7,34.79,62.96,0.01,0.38,0.82
2025-01-14,05:20:36,4.99,3.7,34.79,63.01,0.05,0.69,2.55
2025-01-14,05:20:46,4.99,3.7,34.8,62.91,0,6.59,124.63
2025-01-14,05:20:56,4.99,3.7,34.82,63.05,0,3.3,194.45
2025-01-14,05:21:06,4.99,3.7,34.83,63.06,0,3.13,195.72
2025-01-14,05:21:16,4.99,3.7,34.82,63.02,0,3.85,61.26
2025-01-14,05:21:26,4.99,3.7,34.82,62.8,0,4.6,69.45
2025-01-14,05:21:36,4.99,3.7,34.84,62.74,0,5.8,64.78
2025-01-14,05:21:46,4.99,3.7,34.83,62.77,0,1.11,4.43
2025-01-14,05:21:56,4.99,3.7,34.87,62.7,0,1.04,7.5
2025-01-14,05:22:06,4.99,3.7,34.89,62.53,0,2.59,85.42
2025-01-14,05:22:16,4.99,3.7,34.87,62.49,0,3.19,175.2
2025-01-14,05:22:26,4.99,3.7,34.9,62.46,0.01,2.74,17.64
2025-01-14,05:22:36,4.99,3.7,34.9,62.24,0,2.82,149.16
